Requirement ID,Project ID,Project Name,Dataset ID,text,class,subclass,confidence,,Confidence,,
REQ_002_002399,P002,Library Management System,DS002,The system shall also be accessible on mini browsers for mobile devices.,FR,Functional,0.8,,,,
REQ_002_002400,P002,Library Management System,DS002,The Android application version of the software shall require a minimum Android version of 4.2.,FR,Functional,0.8,,,,
REQ_002_002401,P002,Library Management System,DS002,A commercial database shall be utilized for maintaining the website's database.,FR,Functional,0.8,,,,
REQ_002_002402,P002,Library Management System,DS002,The application server shall be responsible for maintaining the website.,FR,Functional,0.8,,,,
REQ_002_002403,P002,Library Management System,DS002,The software design shall prioritize modularity to facilitate efficient maintainability.,FR,Functional,0.8,,,,
REQ_002_002404,P002,Library Management System,DS002,User will choose between linking a credit or debit card.,FR,Functional,0.5,,,,
REQ_002_002405,P002,Library Management System,DS002,System will allow the user to link their card.,FR,Functional,0.5,,,,
REQ_002_002406,P002,Library Management System,DS002,"User will input their card details including card number, card type, expiration date, security code, and billing address, and then click on the link card option.",NFR,Performance,0.8,,,,
REQ_002_002407,P002,Library Management System,DS002,System will display a message indicating that the bank account has been successfully added.,FR,Functional,0.5,,,,
REQ_002_002408,P002,Library Management System,DS002,"User will choose from options including searching for their issue, chatting with customer support, asking the community, emailing customer support, or calling customer support.",FR,Functional,0.5,,,,
REQ_002_002409,P002,Library Management System,DS002,System will prompt the user to select their issue or write about their problem.,FR,Functional,0.5,,,,
REQ_002_002410,P002,Library Management System,DS002,User will submit their issue or problem.,FR,Functional,0.5,,,,
REQ_002_002411,P002,Library Management System,DS002,System will display a message confirming that the problem or issue has been submitted successfully.,FR,Functional,0.5,,,,
REQ_002_002412,P002,Library Management System,DS002,User will input the email or mobile number associated with their PayPal account.,NFR,Performance,0.8,,,,
REQ_002_002413,P002,Library Management System,DS002,System will send a one-time password to the provided email or mobile number.,NFR,Performance,0.8,,,,
REQ_002_002414,P002,Library Management System,DS002,User will input the verification code received.,FR,Functional,0.5,,,,
REQ_002_002415,P002,Library Management System,DS002,System will confirm the successful submission of the verification code.,FR,Functional,0.5,,,,
REQ_002_002416,P002,Library Management System,DS002,User will input a new password and confirm the password.,FR,Functional,0.5,,,,
REQ_002_002417,P002,Library Management System,DS002,System will display a message confirming that the password has been created successfully.,FR,Functional,0.5,,,,
REQ_002_002418,P002,Library Management System,DS002,User shall experience a high data transfer rate.,FR,Functional,0.8,,,,
REQ_002_002419,P002,Library Management System,DS002,System shall maintain uninterrupted connections.,FR,Functional,0.8,,,,
REQ_002_002420,P002,Library Management System,DS002,System must perform effectively in adverse conditions.,FR,Functional,0.5,,,,
REQ_002_002421,P002,Library Management System,DS002,System shall automatically log out the user after a period of inactivity.,FR,Functional,0.8,,,,
REQ_002_002422,P002,Library Management System,DS002,Back-end servers shall only be accessible to authenticated users.,FR,Functional,0.8,,,,
REQ_002_002423,P002,Library Management System,DS002,The PayPal network must be available 24 hours a day.,FR,Functional,0.5,,,,
REQ_002_002424,P002,Library Management System,DS002,Only designated maintainers are allowed to connect new users to the PayPal Payment System network and maintain records of all users and transaction status.,FR,Functional,0.5,,,,
REQ_002_002425,P002,Library Management System,DS002,The user shall have the option to sign up using their Facebook account.,FR,Functional,0.8,,,,
REQ_002_002426,P002,Library Management System,DS002,The user shall have the option to sign up using their Google account.,FR,Functional,0.8,,,,
REQ_002_002427,P002,Library Management System,DS002,The user shall have the option to sign up using their Office 365 account.,FR,Functional,0.8,,,,
REQ_002_002428,P002,Library Management System,DS002,"The user shall be able to sign up by tapping the ""Sign Up"" button and using their email address.",FR,Functional,0.8,,,,
REQ_002_002429,P002,Library Management System,DS002,The user shall be able to enter their school year tenure.,FR,Functional,0.8,,,,
REQ_002_002430,P002,Library Management System,DS002,The user shall be able to submit their school start date.,FR,Functional,0.8,,,,
REQ_002_002431,P002,Library Management System,DS002,The user shall be able to submit their school start time.,FR,Functional,0.8,,,,
REQ_002_002432,P002,Library Management System,DS002,"The user shall be able to view their upcoming and current tasks, classes, exams, and reminders.",FR,Functional,0.8,,,,
REQ_002_002433,P002,Library Management System,DS002,"The user shall be able to add a new task from the dashboard by tapping on ""NewTask"".",FR,Functional,0.8,,,,
REQ_002_002434,P002,Library Management System,DS002,The user shall be able to view the Menu from the dashboard.,FR,Functional,0.8,,,,
REQ_002_002435,P002,Library Management System,DS002,The calendar shall be viewable in either week or month format by tapping on a drop-down menu.,FR,Functional,0.8,,,,
REQ_002_002436,P002,Library Management System,DS002,"The calendar shall display all tasks, exams, and classes with their details.",FR,Functional,0.8,,,,
REQ_002_002437,P002,Library Management System,DS002,"Upon tapping a specific date, the calendar shall display detailed descriptions in the lower screen section.",FR,Functional,0.8,,,,
REQ_002_002438,P002,Library Management System,DS002,The calendar shall allow jumping to the current date by tapping the calendar icon in the top right corner of the screen.,FR,Functional,0.8,,,,
REQ_002_002439,P002,Library Management System,DS002,The Tasks window shall display all current and upcoming tasks to the user.,FR,Functional,0.8,,,,
REQ_002_002440,P002,Library Management System,DS002,"The user shall be able to filter tasks by School Year/Term or Subject by tapping the ""Tasks"" filter at the top of the screen.",FR,Functional,0.8,,,,
REQ_002_002441,P002,Library Management System,DS002,The user shall be able to search for a task by tapping the search icon on the top of the screen.,FR,Functional,0.8,,,,
REQ_002_002442,P002,Library Management System,DS002,The user shall be able to view past tasks by tapping the three-dotted menu widget on the top right corner of the screen.,FR,Functional,0.8,,,,
REQ_002_002443,P002,Library Management System,DS002,"The user shall be able to create a new task by tapping the ""+"" icon in the bottom right corner of the screen.",FR,Functional,0.8,,,,
REQ_002_002444,P002,Library Management System,DS002,The user shall be able to select a subject from the Subject drop-down menu when creating a new task.,FR,Functional,0.8,,,,
REQ_002_002445,P002,Library Management System,DS002,The user shall be able to add a new subject to the Subject drop-down menu.,FR,Functional,0.8,,,,
REQ_002_002446,P002,Library Management System,DS002,"The user shall be able to choose the type of task (Assignment, Reminder, Revision) from a drop-down menu.",FR,Functional,0.8,,,,
REQ_002_002447,P002,Library Management System,DS002,The user shall be able to select a due date by tapping on the Date field and choosing a date from the pop-up calendar.,FR,Functional,0.8,,,,
REQ_002_002448,P002,Library Management System,DS002,The user shall be able to add a title for the new task.,FR,Functional,0.8,,,,
REQ_002_002449,P002,Library Management System,DS002,The user shall be able to enter details about the new task in the Detail field.,FR,Functional,0.8,,,,
REQ_002_002450,P002,Library Management System,DS002,"In case of a Revision task, the user shall be able to select the exam the revision is for.",FR,Functional,0.8,,,,
REQ_002_002451,P002,Library Management System,DS002,"The user shall be able to save the new task by tapping ""Save"" after filling in all the fields.",FR,Functional,0.8,,,,
REQ_002_002452,P002,Library Management System,DS002,"A confirmation message box shall appear before discarding a new task if the user taps ""Close"" without saving.",FR,Functional,0.8,,,,
REQ_002_002453,P002,Library Management System,DS002,The Exams screen shall display the user's exams.,FR,Functional,0.8,,,,
REQ_002_002454,P002,Library Management System,DS002,The user shall be able to filter exams by School Year/Term or Subject.,FR,Functional,0.8,,,,
